"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PE","[M-H]-","NL_T2Ketene&serene","NL_T2RCOOH","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PE","[M-H]-","NL_T2Ketene&serene","NL_T2RCOOH","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PE","[M-H]-","NL_T2Ketene&serene","NL_T2RCOOH","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PE","[M-H]-","NL_T2Ketene&serene","NL_T2RCOOH","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PE","[M-H]-","NL_T2Ketene&serene","NL_T2RCOOH","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PE","[M-H]-","NL_T2Ketene&serene","NL_T2RCOOH","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment"
"","Plasmenyl-PE(P-16:0/20:4)-H","1","1","1","1","0","0","0","0","0","6.82514545454545","7.12514545454545","733","","Plasmenyl-PE(P-16:0/20:4)-H","7.006121","7.006121","7.006121","7.006121","0","0","0","0.000000","0","6.82514545454545","7.12514545454545","733","","Plasmenyl-PE(P-16:0/20:4)-H","1","1","1","1","0","0","0","0","0","6.82514545454545","7.12514545454545","733","","Plasmenyl-PE(P-16:0/20:4)-H"," 48064.52","13157.13","3470.755","102423.4","0","0","0","   0.000","0","6.82514545454545","7.12514545454545","733","","Plasmenyl-PE(P-16:0/20:4)-H","722.5139","436.2834","418.2729","303.233","0","0","0","  0.0000","0","6.82514545454545","7.12514545454545","733","","Plasmenyl-PE(P-16:0/20:4)-H","722.51305","436.28338","418.27282","303.23295","152.99586","96.96964","78.95852","140.01128","122.0007","6.82514545454545","7.12514545454545","733"
"","Plasmenyl-PE(P-18:0/20:4)-H","1","1","1","1","0","0","0","1","0","7.9998696969697","8.2998696969697","524","","Plasmenyl-PE(P-18:0/20:4)-H","8.129968","8.129968","8.129968","8.129968","0","0","0","8.129968","0","7.9998696969697","8.2998696969697","524","","Plasmenyl-PE(P-18:0/20:4)-H","1","1","1","1","0","0","0","1","0","7.9998696969697","8.2998696969697","524","","Plasmenyl-PE(P-18:0/20:4)-H","120687.70","33347.89","9626.061","277520.6","0","0","0","4813.971","0","7.9998696969697","8.2998696969697","524","","Plasmenyl-PE(P-18:0/20:4)-H","750.5452","464.3147","446.3044","303.233","0","0","0","140.0119","0","7.9998696969697","8.2998696969697","524","","Plasmenyl-PE(P-18:0/20:4)-H","750.54435","464.31468","446.30412","303.23295","152.99586","96.96964","78.95852","140.01128","122.0007","7.9998696969697","8.2998696969697","524"
