"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","RT at Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Number of Scans","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Average m/z","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment"
"","PI(16:0_18:2)-H","1","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","1","0","0","0","5.43252424242424","5.73252424242424","250","","PI(16:0_18:2)-H","5.607739","0","0.000000","5.607739","5.607739","5.607739","0","0.000000","5.607739","5.607739","5.607739","5.607739","5.607739","0.000000","0","5.607739","5.607739","0","0.000000","5.607739","5.43252424242424","5.73252424242424","250","","PI(16:0_18:2)-H","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","1","0","0","1","5.43252424242424","5.73252424242424","250","","PI(16:0_18:2)-H","125384.0","0","  0.0000"," 621.8279"," 902.7043"," 5034.324","0","   0.0000"," 698.4009"," 7904.121"," 7646.297"," 8779.935"," 2438.442","  0.0000","0","10946.08"," 2278.812","0","   0.000"," 652.9462","5.43252424242424","5.73252424242424","250","","PI(16:0_18:2)-H","833.5197","0","  0.0000","571.2905","577.2805","553.2789","0","  0.0000","415.2255","391.2260","255.2330","279.233","152.9959"," 0.0000","0","241.0122","223.0013","0","  0.0000","297.0382","5.43252424242424","5.73252424242424","250","","PI(16:0_18:2)-H","833.51862","671.46578","595.28895","571.28895","577.27839","553.27839","433.23611","409.23611","415.22555","391.22555","255.23295","279.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.43252424242424","5.73252424242424","250"
"","PI(16:0_20:4)-H","1","0","0","1","0","1","0","0","0","1","1","1","1","0","0","1","1","0","0","1","5.25627272727273","5.55627272727273","216","","PI(16:0_20:4)-H","5.431933","0","0.000000","5.431933","5.431933","5.431933","0","5.431933","5.431933","5.431933","5.431933","5.431933","5.431933","5.431933","0","5.431933","5.431933","0","0.000000","5.431933","5.25627272727273","5.55627272727273","216","","PI(16:0_20:4)-H","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","0","1","5.25627272727273","5.55627272727273","216","","PI(16:0_20:4)-H","149633.3","0","  0.0000","2951.5600"," 774.7993"," 7992.239","0"," 694.6968"," 706.7241","13191.480","13695.390","16717.470"," 2854.088","539.9659","0","16912.36"," 2204.278","0","   0.000","2236.2600","5.25627272727273","5.55627272727273","216","","PI(16:0_20:4)-H","857.5195","0","  0.0000","571.2888","601.2786","553.2787","0","409.2365","439.2253","391.2259","255.2330","303.233","152.9958","96.9699","0","241.0120","223.0013","0","  0.0000","297.0382","5.25627272727273","5.55627272727273","216","","PI(16:0_20:4)-H","857.51862","695.46578","619.28895","571.28895","601.27839","553.27839","457.23611","409.23611","439.22555","391.22555","255.23295","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.25627272727273","5.55627272727273","216"
"","PI(18:0_18:2)-H","1","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","1","0","0","1","6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H","6.797093","0","0.000000","0.000000","0.000000","6.797093","0","0.000000","6.797093","6.797093","6.797093","6.797093","6.797093","0.000000","0","6.797093","6.797093","0","0.000000","6.797093","6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H","1","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","1","0","0","1","6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H","112051.9","0","  0.0000","   0.0000","   0.0000"," 6278.166","0","   0.0000"," 645.8088"," 8752.667","12240.100","12013.400"," 2477.512","  0.0000","0","13168.64"," 2643.757","0","   0.000","1046.6080","6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H","861.5511","0","  0.0000","  0.0000","  0.0000","581.3103","0","  0.0000","415.2250","419.2572","283.2645","279.233","152.9958"," 0.0000","0","241.0120","223.0014","0","  0.0000","297.0381","6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H","861.54992","699.49708","595.28895","599.32025","577.27839","581.30969","433.23611","437.26741","415.22555","419.25685","283.26425","279.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.61526818181818","6.91526818181818","665"
"","PI(18:0_20:4)-H","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H","6.553426","0","6.553426","6.553426","6.553426","6.553426","0","6.553426","6.553426","6.553426","6.553426","6.553426","6.553426","0.000000","0","6.553426","6.553426","0","6.553426","6.553426","6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H","2","0","1","1","1","2","0","1","1","2","2","2","1","0","0","2","2","0","1","2","6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H","409803.7","0","673.5499","6080.5970","4196.8540","30739.040","0","2945.1900","4362.8840","37697.770","40514.760","57312.690","13134.420","  0.0000","0","55001.75","10946.950","0","1112.919","7684.7790","6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H","885.5507","0","619.2891","599.3206","601.2790","581.3101","0","437.2678","439.2255","419.2571","283.2642","303.233","152.9959"," 0.0000","0","241.0120","223.0012","0","315.0491","297.0381","6.44896060606061","6.74896060606061","234","","PI(18:0_20:4)-H","885.54992","723.49708","619.28895","599.32025","601.27839","581.30969","457.23611","437.26741","439.22555","419.25685","283.26425","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.44896060606061","6.74896060606061","234"
