(8:0,143.107205
(10:0,171.138505
(12:0,199.169805
(13:0,213.185455
(14:0,227.201105
(14:1,225.185455
(15:0,241.216755
(15:1,239.201105
(16:0,255.232405
(16:1,253.216755
(17:0,269.248055
(17:1,267.232405
(17:2,265.216755
(18:0,283.263705
(18:1,281.248055
(18:2,279.232405
(18:3,277.216755
(18:4,275.201105
(19:0,297.279355
(19:1,295.263695
(20:0,311.295005
(20:1,309.279355
(20:2,307.263705
(20:3,305.248055
(20:4,303.232405
(20:5,301.216755
(21:0,325.310655
(22:0,339.326305
(22:1,337.310655
(22:2,335.295005
(22:3,333.279355
(22:4,331.263705
(22:5,329.248055
(22:6,327.232405
(23:0,353.341955
(24:0,367.357605
(24:1,365.341955
(25:0,381.373255
(26:0,395.388905
